,neighbor1,neighbor2,neighbor3,neighbor4,neighbor5,neighbor6,neighbor7,neighbor8,neighbor9,neighbor10,neighbor11,neighbor12,neighbor13,neighbor14,neighbor15,neighbor16,neighbor17,neighbor18,neighbor19,neighbor20,neighbor21,neighbor22,neighbor23,neighbor24,neighbor25,neighbor26,neighbor27,neighbor28,neighbor29,neighbor30,neighbor31,neighbor32,neighbor33,neighbor34,neighbor35
aotizhongxin_aq,0.0,5.1406651412997375,6.134941726539989,7.402187428692157,7.692295872150464,8.751392712079896,9.388443996871873,9.230766889808773,12.184238342142606,10.708724953911211,11.789454435109782,19.668692100783872,27.24254632743539,14.227187838852403,16.623747478546292,25.06641911433585,16.3382265709561,22.778387865167105,27.696151737126513,29.741962020772714,25.301888336101904,29.361583611899785,22.464532987147045,34.76271062424238,56.80877375195065,43.19281048563622,62.4478596384165,37.6113425546396,44.57875178749475,72.16800302723934,56.115995217199576,63.60109341561175,62.93126292858579,54.96604658412394,52.03710996534559
badaling_aq,0.0,9.87849576609969,21.27577258670007,26.308273979133816,34.41506036555093,79.5296962288855,44.444941674301745,48.636717384176464,54.39350397509476,71.50572326305642,56.925009439070976,49.111914691123324,54.96604658412394,52.8442174409385,55.04301803579459,62.49031826994889,60.66286902274722,63.35385019305546,62.2980732068221,62.307458572681554,62.37265924021061,64.07804351635619,61.059146179195054,65.17418679258371,64.40751054253874,61.639555503156174,78.29771461100657,77.19737774106294,70.41048411656232,97.54178838871496,80.18664648320525,100.5105553840197,99.2607342906946,87.29412993964321,97.65193254897696
beibuxinqu_aq,0.0,14.902215653007342,14.957164264561285,10.18038807903528,17.9714774129618,22.79872503103647,22.464532987147045,46.76227562634978,22.75911107745334,19.588862320781022,21.230946001207965,63.950046286353576,29.779917756690768,27.364529712955353,31.215451894192533,41.11290705961103,28.38124530385393,30.142927538471326,77.29999438437372,30.827134266971346,28.030332143624488,29.67401740411863,43.85133425370832,26.780052169364737,30.291694096761432,47.43568046865641,78.962156465795,43.325505463894785,38.831362744555285,34.41506036555093,45.78131308877072,66.82385233276588,80.47571769274184,58.62334488944847,64.2885854614352
daxing_aq,0.0,12.220246179757686,17.589582976216754,23.073196508720173,18.68253192938261,18.337465590306557,19.339742906957806,28.95704108089427,15.650195290557582,20.140987186652183,24.833427891130125,23.48841461292577,25.483269500621468,32.42454856794777,24.10988754549849,26.65892745284671,29.361583611899785,25.002607343976923,31.53487029156725,28.775940354396354,50.263977819216784,75.86284328053412,37.84006012562022,35.777050429769275,23.75045113349185,35.22203921429167,45.78131308877072,57.4335515925062,81.13877199191944,70.45976892583022,74.3893815212065,65.72185234828652,96.95779779694945,89.6111811603438,80.18664648320525
dingling_aq,0.0,8.382696844940096,22.79872503103647,40.64719564512307,32.26549976869017,34.82609804942375,62.881214844370916,27.6020840523903,52.59673938407196,21.27577258670007,41.613120066119045,34.389399332552195,37.6113425546396,42.143115739698615,39.151732921071755,43.702507785238474,44.477147147679055,41.24490985118518,45.17603786161969,46.165378311815275,47.384662519370394,47.86594714442924,47.96609307313448,52.41901041216365,50.08986561245733,58.80712701135027,48.56803623874133,60.388935017058344,76.53389929061561,61.57421808566308,65.72185234828652,79.36678395865094,80.36786399866897,81.36246677402156,86.1133837273247
donggaocun_aq,0.0,45.62767200021346,69.58339808794335,5.074802733341691,62.36775266053825,58.97279830133451,62.81581392439916,39.65672128394364,66.67836791218801,65.23443886394335,57.122085871188,67.62541305483866,48.86781497316513,38.71728287895245,62.93126292858579,65.67594743886802,69.17600360977923,69.93056578640133,51.842624576732966,72.01438019963136,76.34807795399992,74.3893815212065,82.35936157987119,92.8770456247997,78.47150595132246,47.776201973033544,76.74466958151653,88.23064973283995,80.47571769274184,88.50266713419893,79.36678395865094,111.74606934832426,95.21064869302374,105.00136137708496,100.5105553840197
dongsi_aq,0.0,3.8273375051532392,3.855633133593641,6.134941726539989,6.650972506838051,6.429271414359662,5.736142688002,7.931052685282687,4.8568726287811135,6.211334013050567,12.82051890923989,9.130463156380523,19.939702249129294,21.520602931122,13.872897274143616,29.922982893152398,16.72479296148002,23.48841461292577,25.90576119410775,19.651687932525693,31.74969075303862,26.531975618808627,35.759312494792255,27.364529712955353,60.40485843809757,47.85631300948205,62.82787603367929,39.487606134062965,43.702507785238474,76.00441694313798,52.694655056583294,62.81581392439916,69.45275443048307,46.566543451419726,60.66286902274722
dongsihuan_aq,0.0,1.8888066424056715,5.736142688002,8.751392712079896,8.723779520003697,8.760577559997591,12.328070125194307,11.54423490444209,16.444397654715388,10.329671241808297,13.071200900743232,13.469316871923235,17.53636697135363,25.52351517444594,19.345401819138157,16.131965015206415,25.647411996838173,25.483269500621468,24.541005281919485,31.47058729048183,36.8452817245696,31.215451894192533,37.668708307116816,56.36088362232381,57.21346756037706,44.977079742988714,35.96481126555933,32.142886772551286,45.17603786161969,72.09729249996155,57.429059994062975,57.122085871188,71.76557359234526,49.14878617027133,63.35385019305546
fangshan_aq,0.0,18.172938808032104,23.073196508720173,9.157949806593033,23.85570937670765,26.60228715074028,19.559859163260636,28.145208539930113,23.526894598810703,28.178793452867513,30.137394251383434,31.74969075303862,35.21555183832533,27.07042281885303,47.775173280602466,29.771638029760414,34.76271062424238,32.16776402110694,61.5696948341495,36.8452817245696,21.448125392786764,93.49915319536464,29.53883335335201,21.83380570461548,55.43176276515444,77.4619728002432,38.831362744555285,91.57064133940906,53.42147873503671,28.40104911870036,61.57421808566308,92.8770456247997,106.9005007172806,80.28088662999123,70.41048411656232
fengtaihuayuan_aq,0.0,6.4493553080747725,9.920321441594727,7.636401646841048,11.218505099374928,10.676937583889467,8.947576942490151,12.154842073250975,13.872897274143616,11.748927548145849,18.172938808032104,13.805056243058141,17.571237801298953,9.892223657505259,16.623747478546292,19.339742906957806,19.345401819138157,32.8689264573375,20.806796946672705,43.44732328691797,16.630675333910418,76.54741703050503,16.89670363966091,46.2216198515671,26.780052169364737,39.58346631231296,39.49225181836914,59.62166492030797,73.41303588130127,47.96609307313448,76.34807795399992,38.182216226334454,88.79161113496583,70.60230470647734,61.059146179195054
