,station_id,row,data,realY,esti_data
0,A1001,798,42.2,42.2,62.764007568359375
1,A1001,870,81.9,81.9,99.48699951171875
2,A1001,876,58.7,58.7,80.8966293334961
3,A1001,877,29.2,29.2,57.4402961730957
4,A1001,878,13.6,13.6,14.227231979370117
5,A1001,879,10.2,10.2,11.272815704345703
6,A1001,880,10.2,10.2,14.687204360961914
7,A1001,881,9.7,9.7,13.095376014709473
8,A1001,882,16.1,16.1,18.67702865600586
9,A1001,883,29.3,29.3,23.891857147216797
10,A1001,884,29.9,29.9,24.975873947143555
11,A1001,885,29.2,29.2,31.736862182617188
12,A1001,886,29.4,29.4,36.37485885620117
13,A1001,887,35.4,35.4,55.457332611083984
14,A1001,888,33.9,33.9,51.47581100463867
15,A1001,889,32.1,32.1,58.89896774291992
16,A1001,890,29.3,29.3,59.92660903930664
17,A1001,891,28.3,28.3,52.17812728881836
18,A1001,892,23.1,23.1,50.2618522644043
19,A1001,893,20.9,20.9,48.743431091308594
20,A1001,894,25.9,25.9,50.2618522644043
21,A1001,895,26.8,26.8,51.5091667175293
22,A1001,896,28.2,28.2,57.1639404296875
23,A1001,897,26.2,26.2,24.770360946655273
24,A1001,898,9.7,9.7,8.51503849029541
25,A1001,899,6.6,6.6,10.073603630065918
26,A1001,900,7.1,7.1,8.6384916305542
27,A1001,901,7.1,7.1,8.841870307922363
28,A1001,902,7.4,7.4,8.883630752563477
29,A1001,903,6.4,6.4,8.645069122314453
30,A1001,904,6.0,6.0,8.22634506225586
31,A1001,905,6.9,6.9,8.6384916305542
32,A1001,906,6.7,6.7,11.652738571166992
33,A1001,907,8.2,8.2,10.702559471130371
34,A1001,908,15.2,15.2,10.183135986328125
35,A1001,909,27.9,27.9,15.928609848022461
36,A1001,910,35.5,35.5,24.18511962890625
37,A1001,911,42.1,42.1,40.15595245361328
38,A1001,912,46.4,46.4,36.1993522644043
39,A1001,913,43.2,43.2,56.75974655151367
40,A1001,914,34.4,34.4,47.63212203979492
41,A1001,915,35.0,35.0,47.87229919433594
42,A1001,916,31.3,31.3,50.35771179199219
43,A1001,917,33.1,33.1,19.372699737548828
44,A1001,919,48.7,48.7,57.30522537231445
45,A1001,920,42.6,42.6,54.9683952331543
46,A1001,921,44.4,44.4,58.041465759277344
47,A1001,922,54.0,54.0,47.353759765625
48,A1001,923,34.9,34.9,27.663236618041992
49,A1001,924,18.2,18.2,19.950462341308594
50,A1001,942,43.6,43.6,59.85015106201172
51,A1001,1014,58.2,58.2,75.1739730834961
52,A1001,1019,24.8,24.8,26.93343162536621
53,A1001,1158,17.6,17.6,49.96073532104492
54,A1001,1218,11.9,11.9,19.19451904296875
55,A1001,1230,61.4,61.4,79.4368667602539
56,A1001,1302,53.8,53.8,47.27564239501953
57,A1001,1374,26.4,26.4,32.153499603271484
58,A1001,1446,25.3,25.3,45.24598693847656
59,A1001,1525,15.8,15.8,42.91914367675781
60,A1001,1526,17.7,17.7,36.759307861328125
61,A1001,1527,21.7,21.7,31.63762664794922
62,A1001,1528,28.2,28.2,33.61632537841797
63,A1001,1538,31.0,31.0,96.0768814086914
64,A1001,1546,18.3,18.3,60.460655212402344
65,A1001,1547,13.4,13.4,49.692138671875
66,A1001,1554,13.4,13.4,30.062902450561523
67,A1001,1563,31.9,31.9,91.60629272460938
68,A1001,1564,38.1,38.1,81.55866241455078
69,A1001,1566,31.6,31.6,91.0188980102539
70,A1001,1567,39.4,39.4,92.51529693603516
71,A1001,1568,36.2,36.2,90.19884490966797
72,A1001,1570,21.8,21.8,62.48928451538086
73,A1001,1638,43.1,43.1,61.052120208740234
74,A1001,1710,74.0,74.0,78.61377716064453
75,A1001,1744,13.0,13.0,8.713668823242188
76,A1001,1745,13.3,13.3,8.743796348571777
77,A1001,1746,17.0,17.0,9.955512046813965
78,A1001,1747,20.9,20.9,12.641131401062012
79,A1001,1748,44.1,44.1,11.230669021606445
80,A1001,1854,33.7,33.7,63.31952667236328
81,A1001,1858,31.1,31.1,63.975650787353516
82,A1001,1926,23.9,23.9,54.85207748413086
83,A1001,1998,47.8,47.8,59.054813385009766
84,A1001,2070,54.5,54.5,61.01762008666992
85,A1001,2171,18.9,18.9,43.3983268737793
86,A1001,2173,20.2,20.2,64.54363250732422
87,A1001,2174,18.5,18.5,62.195838928222656
88,A1001,2175,18.2,18.2,44.4007453918457
89,A1001,2176,16.8,16.8,39.6032829284668
90,A1001,2177,17.9,17.9,34.62080383300781
91,A1001,2178,21.3,21.3,36.93172836303711
92,A1001,2179,27.3,27.3,41.750370025634766
93,A1001,2180,28.2,28.2,42.708946228027344
94,A1001,2181,31.9,31.9,45.157711029052734
95,A1001,2182,34.5,34.5,49.83877182006836
96,A1001,2183,34.5,34.5,50.24616241455078
97,A1001,2208,34.0,34.0,50.24388122558594
98,A1001,2209,52.4,52.4,56.456626892089844
99,A1001,2210,45.1,45.1,62.38477325439453
100,A1001,2211,29.4,29.4,53.58042907714844
101,A1001,2212,33.4,33.4,66.80599212646484
102,A1001,2213,34.7,34.7,64.82624816894531
103,A1001,2214,48.8,48.8,72.25973510742188
104,A1001,2215,53.3,53.3,74.50743103027344
105,A1001,2216,57.0,57.0,91.685546875
106,A1001,2217,56.3,56.3,97.95492553710938
107,A1001,2218,55.8,55.8,82.56969451904297
108,A1001,2219,57.8,57.8,81.17671966552734
109,A1001,2220,51.9,51.9,70.21591186523438
110,A1001,2221,40.1,40.1,65.69194793701172
111,A1001,2222,35.4,35.4,55.13037109375
112,A1001,2223,31.9,31.9,44.54035186767578
113,A1001,2224,26.1,26.1,33.0822868347168
114,A1001,2225,26.8,26.8,29.389453887939453
115,A1001,2226,27.5,27.5,21.28813362121582
116,A1001,2228,24.0,24.0,37.580322265625
117,A1001,2229,39.4,39.4,51.160396575927734
118,A1001,2230,47.5,47.5,63.03805923461914
119,A1001,2231,71.0,71.0,65.73693084716797
120,A1001,2232,48.0,48.0,54.957359313964844
121,A1001,2233,57.4,57.4,66.95001983642578
122,A1001,2235,50.1,50.1,59.81757736206055
123,A1001,2236,60.5,60.5,65.21117401123047
124,A1001,2237,43.9,43.9,36.064674377441406
125,A1001,2238,46.6,46.6,80.04146575927734
126,A1001,2239,52.7,52.7,81.30133819580078
127,A1001,2240,47.2,47.2,70.68985748291016
128,A1001,2241,46.0,46.0,65.99308013916016
129,A1001,2242,48.3,48.3,71.57255554199219
130,A1001,2243,44.3,44.3,61.023834228515625
131,A1001,2244,37.8,37.8,46.64055252075195
132,A1001,2245,32.2,32.2,36.35951232910156
133,A1001,2246,27.7,27.7,31.42463493347168
134,A1001,2247,30.0,30.0,22.82073974609375
135,A1001,2248,32.3,32.3,16.05046844482422
136,A1001,2249,26.5,26.5,18.979293823242188
137,A1001,2250,23.7,23.7,22.270259857177734
138,A1001,2251,29.4,29.4,30.67965316772461
139,A1001,2252,28.8,28.8,32.5010986328125
140,A1001,2253,38.6,38.6,46.54896926879883
141,A1001,2254,48.8,48.8,55.117645263671875
142,A1001,2255,56.1,56.1,62.522037506103516
143,A1001,2256,56.0,56.0,66.66203308105469
144,A1001,2258,42.8,42.8,53.63686752319336
145,A1001,2259,66.6,66.6,87.9659194946289
146,A1001,2260,59.1,59.1,81.26920318603516
147,A1001,2261,49.9,49.9,80.1849594116211
148,A1001,2262,38.0,38.0,81.93587493896484
149,A1001,2263,36.4,36.4,72.55519104003906
150,A1001,2264,40.1,40.1,68.81568908691406
151,A1001,2265,37.1,37.1,67.09050750732422
152,A1001,2266,57.4,57.4,56.61457061767578
153,A1001,2267,54.9,54.9,53.554115295410156
154,A1001,2284,34.5,34.5,72.9908447265625
155,A1001,2285,37.9,37.9,78.64105987548828
156,A1001,2286,26.8,26.8,73.85565948486328
157,A1001,2287,30.0,30.0,75.90857696533203
158,A1001,2288,28.6,28.6,66.18043518066406
159,A1001,2292,18.5,18.5,25.155302047729492
160,A1001,2293,16.4,16.4,19.165081024169922
161,A1001,2295,18.1,18.1,24.65884780883789
162,A1001,2296,18.4,18.4,20.457935333251953
163,A1001,2365,27.0,27.0,30.269254684448242
164,A1001,2390,61.5,61.5,30.232484817504883
165,A1001,2456,36.4,36.4,45.80629348754883
166,A1001,2510,30.7,30.7,45.52138900756836
167,A1001,2511,27.9,27.9,43.158042907714844
168,A1001,2512,21.9,21.9,36.24345779418945
169,A1001,2513,16.3,16.3,23.2615966796875
170,A1001,2514,18.5,18.5,23.440919876098633
171,A1001,2515,18.3,18.3,22.86145782470703
172,A1001,2516,24.6,24.6,29.71623420715332
173,A1001,2517,28.9,28.9,37.492828369140625
174,A1001,2518,39.1,39.1,48.19895553588867
175,A1001,2519,34.9,34.9,56.90811538696289
176,A1001,2520,36.8,36.8,65.8158950805664
177,A1001,2521,35.9,35.9,55.6776008605957
178,A1001,2522,38.5,38.5,61.992549896240234
179,A1001,2523,32.0,32.0,57.13402557373047
180,A1001,2524,26.4,26.4,51.70347213745117
181,A1001,2525,19.1,19.1,20.46321678161621
182,A1001,2526,17.0,17.0,50.58034133911133
183,A1001,2527,19.5,19.5,50.17488098144531
184,A1001,2528,21.9,21.9,51.56111526489258
185,A1001,2529,26.5,26.5,52.127017974853516
186,A1001,2530,22.0,22.0,42.85842514038086
187,A1001,2531,24.2,24.2,34.81638717651367
188,A1001,2532,31.0,31.0,34.13614273071289
189,A1001,2533,34.0,34.0,29.906776428222656
190,A1001,2534,33.0,33.0,26.50298500061035
191,A1001,2535,44.6,44.6,26.923376083374023
192,A1001,2536,32.1,32.1,23.790481567382812
193,A1001,2537,23.0,23.0,28.21768569946289
194,A1001,2538,19.7,19.7,27.472410202026367
