,station_id,row,data,realY,esti_data
0,A1001,798,42.2,42.2,51.94228518353506
1,A1001,870,81.9,81.9,51.94228518353506
2,A1001,876,58.7,58.7,51.94228518353506
3,A1001,877,29.2,29.2,51.94228518353506
4,A1001,878,13.6,13.6,51.94228518353506
5,A1001,879,10.2,10.2,51.94228518353506
6,A1001,880,10.2,10.2,51.94228518353506
7,A1001,881,9.7,9.7,51.94228518353506
8,A1001,882,16.1,16.1,51.94228518353506
9,A1001,883,29.3,29.3,51.94228518353506
10,A1001,884,29.9,29.9,51.94228518353506
11,A1001,885,29.2,29.2,51.94228518353506
12,A1001,886,29.4,29.4,51.94228518353506
13,A1001,887,35.4,35.4,51.94228518353506
14,A1001,888,33.9,33.9,51.94228518353506
15,A1001,889,32.1,32.1,51.94228518353506
16,A1001,890,29.3,29.3,51.94228518353506
17,A1001,891,28.3,28.3,51.94228518353506
18,A1001,892,23.1,23.1,51.94228518353506
19,A1001,893,20.9,20.9,51.94228518353506
20,A1001,894,25.9,25.9,51.94228518353506
21,A1001,895,26.8,26.8,51.94228518353506
22,A1001,896,28.2,28.2,51.94228518353506
23,A1001,897,26.2,26.2,51.94228518353506
24,A1001,898,9.7,9.7,51.94228518353506
25,A1001,899,6.6,6.6,51.94228518353506
26,A1001,900,7.1,7.1,51.94228518353506
27,A1001,901,7.1,7.1,51.94228518353506
28,A1001,902,7.4,7.4,51.94228518353506
29,A1001,903,6.4,6.4,51.94228518353506
30,A1001,904,6.0,6.0,51.94228518353506
31,A1001,905,6.9,6.9,51.94228518353506
32,A1001,906,6.7,6.7,51.94228518353506
33,A1001,907,8.2,8.2,51.94228518353506
34,A1001,908,15.2,15.2,51.94228518353506
35,A1001,909,27.9,27.9,51.94228518353506
36,A1001,910,35.5,35.5,51.94228518353506
37,A1001,911,42.1,42.1,51.94228518353506
38,A1001,912,46.4,46.4,51.94228518353506
39,A1001,913,43.2,43.2,51.94228518353506
40,A1001,914,34.4,34.4,51.94228518353506
41,A1001,915,35.0,35.0,51.94228518353506
42,A1001,916,31.3,31.3,51.94228518353506
43,A1001,917,33.1,33.1,51.94228518353506
44,A1001,919,48.7,48.7,51.94228518353506
45,A1001,920,42.6,42.6,51.94228518353506
46,A1001,921,44.4,44.4,51.94228518353506
47,A1001,922,54.0,54.0,51.94228518353506
48,A1001,923,34.9,34.9,51.94228518353506
49,A1001,924,18.2,18.2,51.94228518353506
50,A1001,942,43.6,43.6,51.94228518353506
51,A1001,1014,58.2,58.2,51.94228518353506
52,A1001,1019,24.8,24.8,51.94228518353506
53,A1001,1158,17.6,17.6,51.94228518353506
54,A1001,1218,11.9,11.9,51.94228518353506
55,A1001,1230,61.4,61.4,51.94228518353506
56,A1001,1302,53.8,53.8,51.94228518353506
57,A1001,1374,26.4,26.4,51.94228518353506
58,A1001,1446,25.3,25.3,51.94228518353506
59,A1001,1525,15.8,15.8,51.94228518353506
60,A1001,1526,17.7,17.7,51.94228518353506
61,A1001,1527,21.7,21.7,51.94228518353506
62,A1001,1528,28.2,28.2,51.94228518353506
63,A1001,1538,31.0,31.0,51.94228518353506
64,A1001,1546,18.3,18.3,51.94228518353506
65,A1001,1547,13.4,13.4,51.94228518353506
66,A1001,1554,13.4,13.4,51.94228518353506
67,A1001,1563,31.9,31.9,51.94228518353506
68,A1001,1564,38.1,38.1,51.94228518353506
69,A1001,1566,31.6,31.6,51.94228518353506
70,A1001,1567,39.4,39.4,51.94228518353506
71,A1001,1568,36.2,36.2,51.94228518353506
72,A1001,1570,21.8,21.8,51.94228518353506
73,A1001,1638,43.1,43.1,51.94228518353506
74,A1001,1710,74.0,74.0,51.94228518353506
75,A1001,1744,13.0,13.0,51.94228518353506
76,A1001,1745,13.3,13.3,51.94228518353506
77,A1001,1746,17.0,17.0,51.94228518353506
78,A1001,1747,20.9,20.9,51.94228518353506
79,A1001,1748,44.1,44.1,51.94228518353506
80,A1001,1854,33.7,33.7,51.94228518353506
81,A1001,1858,31.1,31.1,51.94228518353506
82,A1001,1926,23.9,23.9,51.94228518353506
83,A1001,1998,47.8,47.8,51.94228518353506
84,A1001,2070,54.5,54.5,51.94228518353506
85,A1001,2171,18.9,18.9,51.94228518353506
86,A1001,2173,20.2,20.2,51.94228518353506
87,A1001,2174,18.5,18.5,51.94228518353506
88,A1001,2175,18.2,18.2,51.94228518353506
89,A1001,2176,16.8,16.8,51.94228518353506
90,A1001,2177,17.9,17.9,51.94228518353506
91,A1001,2178,21.3,21.3,51.94228518353506
92,A1001,2179,27.3,27.3,51.94228518353506
93,A1001,2180,28.2,28.2,51.94228518353506
94,A1001,2181,31.9,31.9,51.94228518353506
95,A1001,2182,34.5,34.5,51.94228518353506
96,A1001,2183,34.5,34.5,51.94228518353506
97,A1001,2208,34.0,34.0,51.94228518353506
98,A1001,2209,52.4,52.4,51.94228518353506
99,A1001,2210,45.1,45.1,51.94228518353506
100,A1001,2211,29.4,29.4,51.94228518353506
101,A1001,2212,33.4,33.4,51.94228518353506
102,A1001,2213,34.7,34.7,51.94228518353506
103,A1001,2214,48.8,48.8,51.94228518353506
104,A1001,2215,53.3,53.3,51.94228518353506
105,A1001,2216,57.0,57.0,51.94228518353506
106,A1001,2217,56.3,56.3,51.94228518353506
107,A1001,2218,55.8,55.8,51.94228518353506
108,A1001,2219,57.8,57.8,51.94228518353506
109,A1001,2220,51.9,51.9,51.94228518353506
110,A1001,2221,40.1,40.1,51.94228518353506
111,A1001,2222,35.4,35.4,51.94228518353506
112,A1001,2223,31.9,31.9,51.94228518353506
113,A1001,2224,26.1,26.1,51.94228518353506
114,A1001,2225,26.8,26.8,51.94228518353506
115,A1001,2226,27.5,27.5,51.94228518353506
116,A1001,2228,24.0,24.0,51.94228518353506
117,A1001,2229,39.4,39.4,51.94228518353506
118,A1001,2230,47.5,47.5,51.94228518353506
119,A1001,2231,71.0,71.0,51.94228518353506
120,A1001,2232,48.0,48.0,51.94228518353506
121,A1001,2233,57.4,57.4,51.94228518353506
122,A1001,2235,50.1,50.1,51.94228518353506
123,A1001,2236,60.5,60.5,51.94228518353506
124,A1001,2237,43.9,43.9,51.94228518353506
125,A1001,2238,46.6,46.6,51.94228518353506
126,A1001,2239,52.7,52.7,51.94228518353506
127,A1001,2240,47.2,47.2,51.94228518353506
128,A1001,2241,46.0,46.0,51.94228518353506
129,A1001,2242,48.3,48.3,51.94228518353506
130,A1001,2243,44.3,44.3,51.94228518353506
131,A1001,2244,37.8,37.8,51.94228518353506
132,A1001,2245,32.2,32.2,51.94228518353506
133,A1001,2246,27.7,27.7,51.94228518353506
134,A1001,2247,30.0,30.0,51.94228518353506
135,A1001,2248,32.3,32.3,51.94228518353506
136,A1001,2249,26.5,26.5,51.94228518353506
137,A1001,2250,23.7,23.7,51.94228518353506
