,station_id,row,data,realY,esti_data
0,A1001,876,116.0,116.0,147.06346472811828
1,A1001,877,58.0,58.0,117.59650664647884
2,A1001,878,4.0,4.0,5.04191821381742
3,A1001,879,5.0,5.0,11.357871951424666
4,A1001,880,5.0,5.0,7.6121030920339425
5,A1001,881,5.0,5.0,22.028704740694085
6,A1001,882,10.0,10.0,27.116637711546463
7,A1001,883,6.0,6.0,13.450580923045797
8,A1001,884,9.0,9.0,28.132022682171606
9,A1001,885,9.0,9.0,13.970838293402988
10,A1001,886,7.0,7.0,13.414973559290681
11,A1001,887,10.0,10.0,39.72666325753612
12,A1001,888,11.0,11.0,43.364323220799
13,A1001,889,14.0,14.0,80.46216014008051
14,A1001,890,16.0,16.0,80.46216014008051
15,A1001,891,10.0,10.0,29.09388860622405
16,A1001,892,6.0,6.0,16.53696395556533
17,A1001,893,8.0,8.0,36.67608491598777
18,A1001,894,6.0,6.0,16.53696395556533
19,A1001,895,9.0,9.0,28.3124615388936
20,A1001,896,13.0,13.0,29.26672904189454
21,A1001,897,10.0,10.0,29.038645042404532
22,A1001,898,3.0,3.0,81.63742296835828
23,A1001,899,3.0,3.0,71.74583191204258
24,A1001,900,3.0,3.0,68.26047588375232
25,A1001,901,4.0,4.0,72.02861154728303
26,A1001,902,3.0,3.0,112.0351113429154
27,A1001,903,3.0,3.0,112.0351113429154
28,A1001,904,4.0,4.0,69.85762718218454
29,A1001,905,3.0,3.0,68.26047588375232
30,A1001,906,7.0,7.0,29.28793396365107
31,A1001,907,5.0,5.0,37.36203778186542
32,A1001,908,3.0,3.0,31.56508968796515
33,A1001,909,11.0,11.0,33.84505370382697
34,A1001,910,13.0,13.0,30.188133605207437
35,A1001,911,20.0,20.0,28.45891536851723
36,A1001,912,9.0,9.0,36.79352694604363
37,A1001,913,31.0,31.0,14.079523573833061
38,A1001,914,20.0,20.0,11.675914114987616
39,A1001,915,15.0,15.0,13.328791436878024
40,A1001,916,13.0,13.0,60.67061836724231
41,A1001,917,17.0,17.0,34.47686344514667
42,A1001,918,19.0,19.0,25.879481653326934
43,A1001,919,10.0,10.0,19.97856258034213
44,A1001,920,14.0,14.0,17.569137244156266
45,A1001,921,23.0,23.0,31.60736416714741
46,A1001,922,29.0,29.0,15.183225134839018
47,A1001,923,21.0,21.0,28.290365448048846
48,A1001,924,26.0,26.0,16.85863897670495
49,A1001,1218,13.0,13.0,32.72828572012904
50,A1001,1363,92.0,92.0,82.48702918684843
51,A1001,1525,150.0,150.0,82.4638611620468
52,A1001,1526,155.0,155.0,90.2573114803283
53,A1001,1527,172.0,172.0,99.34575714634288
54,A1001,1538,144.0,144.0,81.9669999848625
55,A1001,1546,142.0,142.0,98.30447702013926
56,A1001,1547,175.0,175.0,108.41303864306069
57,A1001,1554,110.0,110.0,110.01094193515776
58,A1001,1563,138.0,138.0,81.75635378651143
59,A1001,1564,141.0,141.0,81.20067176181625
60,A1001,1567,122.0,122.0,81.44138658487579
61,A1001,1568,141.0,141.0,89.03467106602521
62,A1001,1570,145.0,145.0,110.73536437381219
63,A1001,1744,11.0,11.0,15.43317611730955
64,A1001,1745,11.0,11.0,15.709767437111454
65,A1001,1746,9.0,9.0,19.400985599583365
66,A1001,1747,14.0,14.0,21.799565545571866
67,A1001,1748,16.0,16.0,41.74845243175983
68,A1001,2171,84.0,84.0,57.616531303528085
69,A1001,2173,142.0,142.0,71.01865362346298
70,A1001,2174,137.0,137.0,70.80329995198514
71,A1001,2175,135.0,135.0,81.65751545111445
