,station_id,utc_time,temperature,pressure,humidity,wind_speed,wind_direction,weather
0,beijing_meo,2018-01-31 16:00:00,-4.8,1023.9,39,0.9,59,0
1,beijing_meo,2018-01-31 17:00:00,-6.1,1023.4,42,0.0,999017,0
2,beijing_meo,2018-01-31 18:00:00,-7.0,1023.1,45,0.5,178,0
3,beijing_meo,2018-01-31 19:00:00,-7.7,1022.8,47,0.0,999017,17
4,beijing_meo,2018-01-31 20:00:00,-6.3,1022.4,44,2.0,71,0
5,beijing_meo,2018-01-31 21:00:00,-5.6,1022.5,40,1.3,72,0
6,beijing_meo,2018-01-31 22:00:00,-5.8,1022.7,39,1.2,70,0
7,beijing_meo,2018-01-31 23:00:00,-7.7,1023.2,46,0.0,999017,0
8,beijing_meo,2018-02-01 00:00:00,-7.1,1024.1,47,0.2,999017,9
9,beijing_meo,2018-02-01 01:00:00,-3.5,1024.4,41,0.7,279,9
10,beijing_meo,2018-02-01 02:00:00,-0.7,1024.5,26,1.4,54,0
11,beijing_meo,2018-02-01 03:00:00,1.7,1024.2,20,3.1,339,0
12,beijing_meo,2018-02-01 04:00:00,3.2,1023.5,18,3.2,341,0
13,beijing_meo,2018-02-01 05:00:00,3.4,1022.7,18,2.6,14,0
14,beijing_meo,2018-02-01 06:00:00,4.9,1022.4,16,1.8,239,0
15,beijing_meo,2018-02-01 07:00:00,4.8,1022.5,15,1.8,278,0
16,beijing_meo,2018-02-01 08:00:00,5.0,1022.7,15,1.8,262,0
17,beijing_meo,2018-02-01 09:00:00,3.7,1023.6,18,4.2,1,0
18,beijing_meo,2018-02-01 10:00:00,3.2,1024.7,18,3.7,316,0
19,beijing_meo,2018-02-01 11:00:00,2.4,1026.2,23,4.1,334,0
20,beijing_meo,2018-02-01 12:00:00,2.0,1027.3,20,4.1,332,0
21,beijing_meo,2018-02-01 13:00:00,1.6,1028.4,15,5.7,324,0
22,beijing_meo,2018-02-01 14:00:00,0.2,1029.5,21,4.3,355,0
23,beijing_meo,2018-02-01 15:00:00,-1.0,1030.3,21,5.4,355,0
24,beijing_meo,2018-02-01 16:00:00,-2.4,1031.4,24,3.8,319,0
25,beijing_meo,2018-02-01 17:00:00,-3.2,1031.7,25,3.7,339,0
26,beijing_meo,2018-02-01 18:00:00,-3.5,1032.4,26,5.8,352,0
27,beijing_meo,2018-02-01 19:00:00,-4.0,1032.7,27,4.9,333,0
28,beijing_meo,2018-02-01 20:00:00,-4.4,1033.3,28,4.2,346,0
29,beijing_meo,2018-02-01 21:00:00,-5.0,1034.3,28,3.4,333,0
30,beijing_meo,2018-02-01 22:00:00,-5.6,1034.8,23,5.2,339,0
31,beijing_meo,2018-02-01 23:00:00,-6.2,1035.8,23,3.2,331,0
32,beijing_meo,2018-02-02 00:00:00,-6.3,1036.4,21,3.9,352,0
33,beijing_meo,2018-02-02 01:00:00,-5.8,1037.2,21,4.4,342,0
34,beijing_meo,2018-02-02 02:00:00,-4.9,1037.0,19,4.9,5,0
35,beijing_meo,2018-02-02 03:00:00,-4.0,1036.5,19,4.2,350,0
36,beijing_meo,2018-02-02 04:00:00,-3.3,1035.5,17,4.6,319,0
37,beijing_meo,2018-02-02 05:00:00,-2.7,1034.8,16,6.8,0,0
38,beijing_meo,2018-02-02 06:00:00,-2.1,1033.9,16,5.1,351,0
39,beijing_meo,2018-02-02 07:00:00,-1.5,1033.3,14,4.1,337,0
40,beijing_meo,2018-02-02 08:00:00,-1.5,1033.1,14,5.6,305,0
41,beijing_meo,2018-02-02 09:00:00,-1.8,1033.1,14,3.8,343,0
42,beijing_meo,2018-02-02 10:00:00,-2.3,1033.7,16,3.6,328,0
43,beijing_meo,2018-02-02 11:00:00,-2.6,1034.1,17,2.9,325,0
44,beijing_meo,2018-02-02 12:00:00,-2.8,1034.6,16,2.1,340,0
45,beijing_meo,2018-02-02 13:00:00,-4.0,1035.1,19,1.9,36,0
46,beijing_meo,2018-02-02 14:00:00,-4.7,1035.5,19,4.5,44,0
47,beijing_meo,2018-02-02 15:00:00,-5.5,1035.6,21,1.7,40,0
48,beijing_meo,2018-02-02 16:00:00,-6.5,1035.7,23,1.0,27,0
49,beijing_meo,2018-02-02 17:00:00,-7.6,1035.3,27,0.9,50,0
50,beijing_meo,2018-02-02 18:00:00,-7.1,1035.4,26,1.3,45,0
51,beijing_meo,2018-02-02 19:00:00,-8.4,1035.2,30,1.0,61,0
52,beijing_meo,2018-02-02 20:00:00,-8.9,1034.8,32,0.7,44,0
53,beijing_meo,2018-02-02 21:00:00,-8.1,1034.5,29,1.2,351,0
54,beijing_meo,2018-02-02 22:00:00,-6.8,1034.4,26,1.5,345,0
55,beijing_meo,2018-02-02 23:00:00,-7.4,1034.3,26,1.3,7,0
56,beijing_meo,2018-02-03 00:00:00,-8.9,1034.6,33,0.5,207,0
57,beijing_meo,2018-02-03 01:00:00,-5.2,1034.4,26,1.6,296,0
58,beijing_meo,2018-02-03 02:00:00,-3.8,1034.0,21,1.6,300,0
59,beijing_meo,2018-02-03 03:00:00,-2.5,1033.4,19,2.0,318,0
60,beijing_meo,2018-02-03 04:00:00,-1.6,1032.6,17,2.2,295,0
61,beijing_meo,2018-02-03 05:00:00,-0.6,1031.5,14,4.3,306,0
62,beijing_meo,2018-02-03 06:00:00,0.2,1030.8,14,2.9,338,0
63,beijing_meo,2018-02-03 07:00:00,0.2,1030.7,14,3.6,335,0
64,beijing_meo,2018-02-03 08:00:00,0.3,1030.5,15,2.7,315,0
65,beijing_meo,2018-02-03 09:00:00,-0.5,1030.7,16,4.1,26,0
66,beijing_meo,2018-02-03 10:00:00,-1.7,1031.3,16,3.2,22,0
67,beijing_meo,2018-02-03 11:00:00,-2.2,1032.1,17,2.3,14,0
68,beijing_meo,2018-02-03 12:00:00,-2.6,1032.6,17,4.4,344,0
69,beijing_meo,2018-02-03 13:00:00,-3.4,1033.1,19,2.6,15,0
70,beijing_meo,2018-02-03 14:00:00,-4.5,1033.5,21,2.2,41,0
71,beijing_meo,2018-02-03 15:00:00,-4.8,1033.5,22,2.3,36,0
72,beijing_meo,2018-02-03 16:00:00,-5.1,1033.7,24,3.1,34,0
73,beijing_meo,2018-02-03 17:00:00,-6.1,1033.4,27,2.0,37,0
74,beijing_meo,2018-02-03 18:00:00,-7.5,1033.3,30,1.4,60,0
75,beijing_meo,2018-02-03 19:00:00,-8.6,1032.8,33,1.4,42,0
76,beijing_meo,2018-02-03 20:00:00,-10.2,1032.0,38,0.7,113,0
77,beijing_meo,2018-02-03 21:00:00,-10.9,1031.6,39,1.9,239,0
78,beijing_meo,2018-02-03 22:00:00,-9.5,1031.3,38,0.7,205,0
79,beijing_meo,2018-02-03 23:00:00,-9.0,1031.0,38,1.4,198,0
80,beijing_meo,2018-02-04 00:00:00,-8.4,1030.9,34,2.3,238,0
81,beijing_meo,2018-02-04 01:00:00,-6.1,1030.6,27,2.8,210,0
82,beijing_meo,2018-02-04 02:00:00,-4.2,1030.4,22,4.4,225,0
83,beijing_meo,2018-02-04 03:00:00,-2.9,1029.9,20,3.6,227,0
84,beijing_meo,2018-02-04 04:00:00,-1.5,1028.7,18,5.0,242,0
85,beijing_meo,2018-02-04 05:00:00,-0.2,1027.5,17,4.2,236,0
86,beijing_meo,2018-02-04 06:00:00,1.1,1026.5,16,3.2,217,0
87,beijing_meo,2018-02-04 07:00:00,1.5,1025.7,16,2.8,211,0
88,beijing_meo,2018-02-04 08:00:00,2.2,1025.1,16,2.6,223,0
89,beijing_meo,2018-02-04 09:00:00,1.4,1025.2,17,2.2,225,0
90,beijing_meo,2018-02-04 10:00:00,0.2,1025.7,19,1.6,97,0
91,beijing_meo,2018-02-04 11:00:00,-1.7,1026.7,24,1.7,54,0
92,beijing_meo,2018-02-04 12:00:00,-2.2,1027.8,25,1.9,33,0
93,beijing_meo,2018-02-04 13:00:00,-2.3,1028.4,24,1.6,36,0
94,beijing_meo,2018-02-04 14:00:00,-1.7,1029.1,22,3.2,34,0
95,beijing_meo,2018-02-04 15:00:00,-1.9,1029.6,21,4.4,19,0
96,beijing_meo,2018-02-04 16:00:00,-2.7,1030.0,21,1.9,23,0
97,beijing_meo,2018-02-04 17:00:00,-3.4,1030.1,21,5.1,25,0
98,beijing_meo,2018-02-04 18:00:00,-3.7,1030.2,22,3.7,27,0
99,beijing_meo,2018-02-04 19:00:00,-4.6,1030.5,24,3.4,46,0
100,beijing_meo,2018-02-04 20:00:00,-6.2,1030.7,29,4.7,52,0
101,beijing_meo,2018-02-04 21:00:00,-7.2,1030.9,30,3.5,46,0
102,beijing_meo,2018-02-04 22:00:00,-7.8,1031.1,29,4.3,56,0
103,beijing_meo,2018-02-04 23:00:00,-8.2,1031.6,30,4.0,60,0
104,beijing_meo,2018-02-05 00:00:00,-8.1,1032.2,29,2.8,63,0
105,beijing_meo,2018-02-05 01:00:00,-6.9,1032.3,25,3.7,43,0
106,beijing_meo,2018-02-05 02:00:00,-5.4,1032.1,20,4.5,28,0
107,beijing_meo,2018-02-05 03:00:00,-3.6,1031.9,19,4.9,25,0
108,beijing_meo,2018-02-05 04:00:00,-3.0,1031.0,18,4.9,19,0
109,beijing_meo,2018-02-05 05:00:00,-2.0,1029.7,15,5.3,12,0
110,beijing_meo,2018-02-05 06:00:00,-1.4,1028.6,13,6.0,25,0
111,beijing_meo,2018-02-05 07:00:00,-0.6,1028.0,12,6.1,20,0
112,beijing_meo,2018-02-05 08:00:00,-0.5,1028.0,12,5.3,7,0
113,beijing_meo,2018-02-05 09:00:00,-0.6,1028.0,13,4.0,15,0
114,beijing_meo,2018-02-05 10:00:00,-2.2,1028.6,15,3.7,85,0
115,beijing_meo,2018-02-05 11:00:00,-3.5,1029.7,16,1.5,127,0
116,beijing_meo,2018-02-05 12:00:00,-4.6,1030.0,18,1.5,88,0
117,beijing_meo,2018-02-05 13:00:00,-4.8,1030.5,17,2.2,89,0
118,beijing_meo,2018-02-05 14:00:00,-5.6,1030.6,19,1.3,81,0
119,beijing_meo,2018-02-05 15:00:00,-6.4,1030.3,21,2.1,53,0
120,beijing_meo,2018-02-05 16:00:00,-7.9,1029.9,26,1.5,44,0
121,beijing_meo,2018-02-05 17:00:00,-9.2,1029.7,29,0.0,999017,0
122,beijing_meo,2018-02-05 18:00:00,-11.0,1029.2,35,0.0,999017,0
123,beijing_meo,2018-02-05 19:00:00,-11.1,1028.6,34,1.3,225,0
124,beijing_meo,2018-02-05 20:00:00,-11.6,1028.1,42,0.5,204,0
125,beijing_meo,2018-02-05 21:00:00,-12.0,1027.8,43,0.4,158,0
126,beijing_meo,2018-02-05 22:00:00,-11.7,1027.5,43,0.9,226,0
127,beijing_meo,2018-02-05 23:00:00,-11.7,1027.6,45,0.7,115,0
128,beijing_meo,2018-02-06 00:00:00,-10.7,1027.6,43,0.0,999017,0
129,beijing_meo,2018-02-06 01:00:00,-5.7,1027.5,23,1.8,253,0
130,beijing_meo,2018-02-06 02:00:00,-4.3,1027.0,23,2.6,195,0
131,beijing_meo,2018-02-06 03:00:00,-2.6,1026.2,23,2.1,188,0
132,beijing_meo,2018-02-06 04:00:00,-1.4,1024.7,22,3.2,267,0
133,beijing_meo,2018-02-06 05:00:00,0.1,1023.0,21,3.8,203,9
134,beijing_meo,2018-02-06 06:00:00,0.8,1021.6,21,5.0,208,9
135,beijing_meo,2018-02-06 07:00:00,1.5,1020.7,21,4.3,238,9
136,beijing_meo,2018-02-06 08:00:00,1.6,1020.3,22,3.8,224,9
137,beijing_meo,2018-02-06 09:00:00,0.9,1019.9,23,3.8,229,0
138,beijing_meo,2018-02-06 10:00:00,-0.5,1020.2,26,1.4,206,0
139,beijing_meo,2018-02-06 11:00:00,-1.1,1020.3,28,2.5,202,0
140,beijing_meo,2018-02-06 12:00:00,-1.6,1020.0,30,2.8,216,0
141,beijing_meo,2018-02-06 13:00:00,-2.5,1020.4,31,1.1,239,0
142,beijing_meo,2018-02-06 14:00:00,-2.6,1020.1,32,1.6,235,0
143,beijing_meo,2018-02-06 15:00:00,-2.6,1019.5,32,2.0,201,0
144,beijing_meo,2018-02-06 16:00:00,-3.9,1019.5,35,0.8,165,0
145,beijing_meo,2018-02-06 17:00:00,-6.1,1019.3,42,1.1,45,9
146,beijing_meo,2018-02-06 18:00:00,-5.3,1019.3,41,1.2,63,0
147,beijing_meo,2018-02-06 19:00:00,-6.1,1019.0,50,2.6,69,9
148,beijing_meo,2018-02-06 20:00:00,-7.0,1019.3,63,2.1,67,9
149,beijing_meo,2018-02-06 21:00:00,-7.2,1019.8,67,2.7,65,9
150,beijing_meo,2018-02-06 22:00:00,-7.9,1020.4,70,0.7,21,0
151,beijing_meo,2018-02-06 23:00:00,-6.6,1021.2,60,2.4,6,9
152,beijing_meo,2018-02-07 00:00:00,-3.0,1022.4,26,2.6,345,0
153,beijing_meo,2018-02-07 01:00:00,-2.9,1023.4,21,8.1,351,0
154,beijing_meo,2018-02-07 02:00:00,-2.6,1024.0,19,7.0,335,0
155,beijing_meo,2018-02-07 03:00:00,-2.1,1024.6,18,7.4,339,0
156,beijing_meo,2018-02-07 04:00:00,-1.1,1024.4,19,4.8,332,0
157,beijing_meo,2018-02-07 05:00:00,0.1,1023.9,17,3.5,353,0
158,beijing_meo,2018-02-07 06:00:00,0.2,1023.7,16,6.0,344,0
159,beijing_meo,2018-02-07 07:00:00,0.9,1023.4,16,4.5,321,0
160,beijing_meo,2018-02-07 08:00:00,0.7,1023.4,16,6.1,318,0
161,beijing_meo,2018-02-07 09:00:00,0.4,1023.7,17,4.3,323,0
162,beijing_meo,2018-02-07 10:00:00,-0.3,1023.9,18,2.3,331,0
163,beijing_meo,2018-02-07 11:00:00,-0.6,1024.4,18,2.8,336,0
164,beijing_meo,2018-02-07 12:00:00,-1.4,1024.7,18,3.2,359,0
165,beijing_meo,2018-02-07 13:00:00,-2.2,1025.0,18,2.9,10,0
166,beijing_meo,2018-02-07 14:00:00,-3.5,1025.0,21,1.0,28,0
167,beijing_meo,2018-02-07 15:00:00,-4.7,1024.1,22,1.8,41,0
168,beijing_meo,2018-02-07 16:00:00,-5.7,1023.8,27,1.6,65,0
169,beijing_meo,2018-02-07 17:00:00,-7.2,1023.3,31,0.7,93,0
170,beijing_meo,2018-02-07 18:00:00,-9.0,1023.2,36,0.9,106,0
171,beijing_meo,2018-02-07 19:00:00,-9.5,1022.2,36,1.4,235,0
172,beijing_meo,2018-02-07 20:00:00,-8.9,1021.4,36,1.2,209,0
173,beijing_meo,2018-02-07 21:00:00,-10.5,1020.4,42,0.0,999017,0
174,beijing_meo,2018-02-07 22:00:00,-9.9,1019.8,42,0.9,42,0
175,beijing_meo,2018-02-07 23:00:00,-10.9,1019.4,54,1.3,47,0
176,beijing_meo,2018-02-08 00:00:00,-10.0,1019.9,64,1.7,55,9
177,beijing_meo,2018-02-08 01:00:00,-7.1,1019.7,58,1.7,86,9
178,beijing_meo,2018-02-08 02:00:00,-5.7,1019.6,50,0.6,358,9
179,beijing_meo,2018-02-08 03:00:00,-2.8,1018.5,25,2.0,188,9
180,beijing_meo,2018-02-08 04:00:00,0.1,1016.9,18,4.7,223,0
181,beijing_meo,2018-02-08 05:00:00,0.5,1015.6,17,4.8,236,0
182,beijing_meo,2018-02-08 06:00:00,0.7,1014.0,16,5.3,205,0
183,beijing_meo,2018-02-08 07:00:00,1.3,1013.4,17,2.1,229,0
184,beijing_meo,2018-02-08 08:00:00,1.3,1012.8,16,2.0,240,0
185,beijing_meo,2018-02-08 09:00:00,1.1,1012.8,17,1.1,221,0
186,beijing_meo,2018-02-08 10:00:00,0.4,1013.0,18,0.9,223,0
187,beijing_meo,2018-02-08 11:00:00,0.0,1013.0,20,1.0,125,0
188,beijing_meo,2018-02-08 12:00:00,-2.5,1013.0,26,0.7,119,0
189,beijing_meo,2018-02-08 13:00:00,-3.6,1012.7,30,1.0,97,0
190,beijing_meo,2018-02-08 14:00:00,-5.1,1012.7,36,0.6,59,0
191,beijing_meo,2018-02-08 15:00:00,-3.9,1012.9,31,2.0,61,0
192,beijing_meo,2018-02-08 16:00:00,-4.3,1012.5,35,2.1,33,9
193,beijing_meo,2018-02-08 17:00:00,-5.4,1012.7,47,1.3,53,9
194,beijing_meo,2018-02-08 18:00:00,-6.1,1012.4,53,1.5,61,0
195,beijing_meo,2018-02-08 19:00:00,-6.5,1012.6,56,1.8,82,9
196,beijing_meo,2018-02-08 20:00:00,-7.1,1012.6,60,1.3,38,9
197,beijing_meo,2018-02-08 21:00:00,-7.2,1012.2,62,1.7,80,9
198,beijing_meo,2018-02-08 22:00:00,-6.8,1012.9,59,1.1,97,9
199,beijing_meo,2018-02-08 23:00:00,-6.2,1013.4,55,1.0,81,9
200,beijing_meo,2018-02-09 00:00:00,-5.3,1014.3,54,1.6,68,9
201,beijing_meo,2018-02-09 01:00:00,-1.6,1015.3,33,0.8,215,0
202,beijing_meo,2018-02-09 02:00:00,2.5,1015.1,20,5.7,340,9
