station_id,utc_time,temperature,pressure,humidity,wind_speed,wind_direction,weather
beijing_meo,2018/1/31 16:00,-4.8,1023.9,39,0.9,59,0
beijing_meo,2018/1/31 17:00,-6.1,1023.4,42,0,999017,0
beijing_meo,2018/1/31 18:00,-7,1023.1,45,0.5,178,0
beijing_meo,2018/1/31 19:00,-7.7,1022.8,47,0,999017,17
beijing_meo,2018/1/31 20:00,-6.3,1022.4,44,2,71,0
beijing_meo,2018/1/31 21:00,-5.6,1022.5,40,1.3,72,0
beijing_meo,2018/1/31 22:00,-5.8,1022.7,39,1.2,70,0
beijing_meo,2018/1/31 23:00,-7.7,1023.2,46,0,999017,0
beijing_meo,2018/2/1 0:00,-7.1,1024.1,47,0.2,999017,9
beijing_meo,2018/2/1 1:00,-3.5,1024.4,41,0.7,279,9
beijing_meo,2018/2/1 2:00,-0.7,1024.5,26,1.4,54,0
beijing_meo,2018/2/1 3:00,1.7,1024.2,20,3.1,339,0
beijing_meo,2018/2/1 4:00,3.2,1023.5,18,3.2,341,0
beijing_meo,2018/2/1 5:00,3.4,1022.7,18,2.6,14,0
beijing_meo,2018/2/1 6:00,4.9,1022.4,16,1.8,239,0
beijing_meo,2018/2/1 7:00,4.8,1022.5,15,1.8,278,0
beijing_meo,2018/2/1 8:00,5,1022.7,15,1.8,262,0
beijing_meo,2018/2/1 9:00,3.7,1023.6,18,4.2,1,0
beijing_meo,2018/2/1 10:00,3.2,1024.7,18,3.7,316,0
beijing_meo,2018/2/1 11:00,2.4,1026.2,23,4.1,334,0
beijing_meo,2018/2/1 12:00,2,1027.3,20,4.1,332,0
beijing_meo,2018/2/1 13:00,1.6,1028.4,15,5.7,324,0
beijing_meo,2018/2/1 14:00,0.2,1029.5,21,4.3,355,0
beijing_meo,2018/2/1 15:00,-1,1030.3,21,5.4,355,0
beijing_meo,2018/2/1 16:00,-2.4,1031.4,24,3.8,319,0
beijing_meo,2018/2/1 17:00,-3.2,1031.7,25,3.7,339,0
beijing_meo,2018/2/1 18:00,-3.5,1032.4,26,5.8,352,0
beijing_meo,2018/2/1 19:00,-4,1032.7,27,4.9,333,0
beijing_meo,2018/2/1 20:00,-4.4,1033.3,28,4.2,346,0
beijing_meo,2018/2/1 21:00,-5,1034.3,28,3.4,333,0
beijing_meo,2018/2/1 22:00,-5.6,1034.8,23,5.2,339,0
beijing_meo,2018/2/1 23:00,-6.2,1035.8,23,3.2,331,0
beijing_meo,2018/2/2 0:00,-6.3,1036.4,21,3.9,352,0
beijing_meo,2018/2/2 0:00,-6.3,1036.4,21,3.9,352,0
beijing_meo,2018/2/2 1:00,-5.8,1037.2,21,4.4,342,0
beijing_meo,2018/2/2 2:00,-4.9,1037,19,4.9,5,0
beijing_meo,2018/2/2 3:00,-4,1036.5,19,4.2,350,0
beijing_meo,2018/2/2 4:00,-3.3,1035.5,17,4.6,319,0
beijing_meo,2018/2/2 5:00,-2.7,1034.8,16,6.8,0,0
beijing_meo,2018/2/2 6:00,-2.1,1033.9,16,5.1,351,0
beijing_meo,2018/2/2 7:00,-1.5,1033.3,14,4.1,337,0
beijing_meo,2018/2/2 8:00,-1.5,1033.1,14,5.6,305,0
beijing_meo,2018/2/2 9:00,-1.8,1033.1,14,3.8,343,0
beijing_meo,2018/2/2 10:00,-2.3,1033.7,16,3.6,328,0
beijing_meo,2018/2/2 11:00,-2.6,1034.1,17,2.9,325,0
beijing_meo,2018/2/2 12:00,-2.8,1034.6,16,2.1,340,0
beijing_meo,2018/2/2 13:00,-4,1035.1,19,1.9,36,0
beijing_meo,2018/2/2 14:00,-4.7,1035.5,19,4.5,44,0
beijing_meo,2018/2/2 15:00,-5.5,1035.6,21,1.7,40,0
beijing_meo,2018/2/2 16:00,-6.5,1035.7,23,1,27,0
beijing_meo,2018/2/2 17:00,-7.6,1035.3,27,0.9,50,0
beijing_meo,2018/2/2 18:00,-7.1,1035.4,26,1.3,45,0
beijing_meo,2018/2/2 19:00,-8.4,1035.2,30,1,61,0
beijing_meo,2018/2/2 20:00,-8.9,1034.8,32,0.7,44,0
beijing_meo,2018/2/2 21:00,-8.1,1034.5,29,1.2,351,0
beijing_meo,2018/2/2 22:00,-6.8,1034.4,26,1.5,345,0
beijing_meo,2018/2/2 23:00,-7.4,1034.3,26,1.3,7,0
beijing_meo,2018/2/3 0:00,-8.9,1034.6,33,0.5,207,0
beijing_meo,2018/2/3 0:00,-8.9,1034.6,33,0.5,207,0
beijing_meo,2018/2/3 1:00,-5.2,1034.4,26,1.6,296,0
beijing_meo,2018/2/3 2:00,-3.8,1034,21,1.6,300,0
beijing_meo,2018/2/3 3:00,-2.5,1033.4,19,2,318,0
beijing_meo,2018/2/3 4:00,-1.6,1032.6,17,2.2,295,0
beijing_meo,2018/2/3 5:00,-0.6,1031.5,14,4.3,306,0
beijing_meo,2018/2/3 6:00,0.2,1030.8,14,2.9,338,0
beijing_meo,2018/2/3 7:00,0.2,1030.7,14,3.6,335,0
beijing_meo,2018/2/3 8:00,0.3,1030.5,15,2.7,315,0
beijing_meo,2018/2/3 9:00,-0.5,1030.7,16,4.1,26,0
beijing_meo,2018/2/3 10:00,-1.7,1031.3,16,3.2,22,0
beijing_meo,2018/2/3 11:00,-2.2,1032.1,17,2.3,14,0
beijing_meo,2018/2/3 12:00,-2.6,1032.6,17,4.4,344,0
beijing_meo,2018/2/3 13:00,-3.4,1033.1,19,2.6,15,0
beijing_meo,2018/2/3 14:00,-4.5,1033.5,21,2.2,41,0
beijing_meo,2018/2/3 15:00,-4.8,1033.5,22,2.3,36,0
beijing_meo,2018/2/3 16:00,-5.1,1033.7,24,3.1,34,0
beijing_meo,2018/2/3 17:00,-6.1,1033.4,27,2,37,0
beijing_meo,2018/2/3 18:00,-7.5,1033.3,30,1.4,60,0
beijing_meo,2018/2/3 19:00,-8.6,1032.8,33,1.4,42,0
beijing_meo,2018/2/3 20:00,-10.2,1032,38,0.7,113,0
beijing_meo,2018/2/3 21:00,-10.9,1031.6,39,1.9,239,0
beijing_meo,2018/2/3 22:00,-9.5,1031.3,38,0.7,205,0
beijing_meo,2018/2/3 23:00,-9,1031,38,1.4,198,0
beijing_meo,2018/2/4 0:00,-8.4,1030.9,34,2.3,238,0
beijing_meo,2018/2/4 0:00,-8.4,1030.9,34,2.3,238,0
beijing_meo,2018/2/4 1:00,-6.1,1030.6,27,2.8,210,0
beijing_meo,2018/2/4 2:00,-4.2,1030.4,22,4.4,225,0
beijing_meo,2018/2/4 3:00,-2.9,1029.9,20,3.6,227,0
beijing_meo,2018/2/4 4:00,-1.5,1028.7,18,5,242,0
beijing_meo,2018/2/4 5:00,-0.2,1027.5,17,4.2,236,0
beijing_meo,2018/2/4 6:00,1.1,1026.5,16,3.2,217,0
beijing_meo,2018/2/4 7:00,1.5,1025.7,16,2.8,211,0
beijing_meo,2018/2/4 8:00,2.2,1025.1,16,2.6,223,0
beijing_meo,2018/2/4 9:00,1.4,1025.2,17,2.2,225,0
beijing_meo,2018/2/4 10:00,0.2,1025.7,19,1.6,97,0
beijing_meo,2018/2/4 11:00,-1.7,1026.7,24,1.7,54,0
beijing_meo,2018/2/4 12:00,-2.2,1027.8,25,1.9,33,0
beijing_meo,2018/2/4 13:00,-2.3,1028.4,24,1.6,36,0
beijing_meo,2018/2/4 14:00,-1.7,1029.1,22,3.2,34,0
beijing_meo,2018/2/4 15:00,-1.9,1029.6,21,4.4,19,0
beijing_meo,2018/2/4 16:00,-2.7,1030,21,1.9,23,0
beijing_meo,2018/2/4 17:00,-3.4,1030.1,21,5.1,25,0
beijing_meo,2018/2/4 18:00,-3.7,1030.2,22,3.7,27,0
beijing_meo,2018/2/4 19:00,-4.6,1030.5,24,3.4,46,0
beijing_meo,2018/2/4 20:00,-6.2,1030.7,29,4.7,52,0
beijing_meo,2018/2/4 21:00,-7.2,1030.9,30,3.5,46,0
beijing_meo,2018/2/4 22:00,-7.8,1031.1,29,4.3,56,0
beijing_meo,2018/2/4 23:00,-8.2,1031.6,30,4,60,0
beijing_meo,2018/2/5 0:00,-8.1,1032.2,29,2.8,63,0
beijing_meo,2018/2/5 0:00,-8.1,1032.2,29,2.8,63,0
beijing_meo,2018/2/5 1:00,-6.9,1032.3,25,3.7,43,0
beijing_meo,2018/2/5 2:00,-5.4,1032.1,20,4.5,28,0
beijing_meo,2018/2/5 3:00,-3.6,1031.9,19,4.9,25,0
beijing_meo,2018/2/5 4:00,-3,1031,18,4.9,19,0
beijing_meo,2018/2/5 5:00,-2,1029.7,15,5.3,12,0
beijing_meo,2018/2/5 6:00,-1.4,1028.6,13,6,25,0
beijing_meo,2018/2/5 7:00,-0.6,1028,12,6.1,20,0
beijing_meo,2018/2/5 8:00,-0.5,1028,12,5.3,7,0
beijing_meo,2018/2/5 9:00,-0.6,1028,13,4,15,0
beijing_meo,2018/2/5 10:00,-2.2,1028.6,15,3.7,85,0
beijing_meo,2018/2/5 11:00,-3.5,1029.7,16,1.5,127,0
beijing_meo,2018/2/5 12:00,-4.6,1030,18,1.5,88,0
beijing_meo,2018/2/5 13:00,-4.8,1030.5,17,2.2,89,0
beijing_meo,2018/2/5 14:00,-5.6,1030.6,19,1.3,81,0
beijing_meo,2018/2/5 15:00,-6.4,1030.3,21,2.1,53,0
beijing_meo,2018/2/5 16:00,-7.9,1029.9,26,1.5,44,0
beijing_meo,2018/2/5 17:00,-9.2,1029.7,29,0,999017,0
beijing_meo,2018/2/5 18:00,-11,1029.2,35,0,999017,0
beijing_meo,2018/2/5 19:00,-11.1,1028.6,34,1.3,225,0
beijing_meo,2018/2/5 20:00,-11.6,1028.1,42,0.5,204,0
beijing_meo,2018/2/5 21:00,-12,1027.8,43,0.4,158,0
beijing_meo,2018/2/5 22:00,-11.7,1027.5,43,0.9,226,0
beijing_meo,2018/2/5 23:00,-11.7,1027.6,45,0.7,115,0
beijing_meo,2018/2/6 0:00,-10.7,1027.6,43,0,999017,0
beijing_meo,2018/2/6 0:00,-10.7,1027.6,43,0,999017,0
beijing_meo,2018/2/6 1:00,-5.7,1027.5,23,1.8,253,0
beijing_meo,2018/2/6 2:00,-4.3,1027,23,2.6,195,0
beijing_meo,2018/2/6 3:00,-2.6,1026.2,23,2.1,188,0
beijing_meo,2018/2/6 4:00,-1.4,1024.7,22,3.2,267,0
beijing_meo,2018/2/6 5:00,0.1,1023,21,3.8,203,9
beijing_meo,2018/2/6 6:00,0.8,1021.6,21,5,208,9
beijing_meo,2018/2/6 7:00,1.5,1020.7,21,4.3,238,9
beijing_meo,2018/2/6 8:00,1.6,1020.3,22,3.8,224,9
beijing_meo,2018/2/6 9:00,0.9,1019.9,23,3.8,229,0
beijing_meo,2018/2/6 10:00,-0.5,1020.2,26,1.4,206,0
beijing_meo,2018/2/6 11:00,-1.1,1020.3,28,2.5,202,0
beijing_meo,2018/2/6 12:00,-1.6,1020,30,2.8,216,0
beijing_meo,2018/2/6 13:00,-2.5,1020.4,31,1.1,239,0
beijing_meo,2018/2/6 14:00,-2.6,1020.1,32,1.6,235,0
beijing_meo,2018/2/6 15:00,-2.6,1019.5,32,2,201,0
beijing_meo,2018/2/6 16:00,-3.9,1019.5,35,0.8,165,0
beijing_meo,2018/2/6 17:00,-6.1,1019.3,42,1.1,45,9
beijing_meo,2018/2/6 18:00,-5.3,1019.3,41,1.2,63,0
beijing_meo,2018/2/6 19:00,-6.1,1019,50,2.6,69,9
beijing_meo,2018/2/6 20:00,-7,1019.3,63,2.1,67,9
beijing_meo,2018/2/6 21:00,-7.2,1019.8,67,2.7,65,9
beijing_meo,2018/2/6 22:00,-7.9,1020.4,70,0.7,21,0
beijing_meo,2018/2/6 23:00,-6.6,1021.2,60,2.4,6,9
beijing_meo,2018/2/7 0:00,-3,1022.4,26,2.6,345,0
beijing_meo,2018/2/7 0:00,-3,1022.4,26,2.6,345,0
beijing_meo,2018/2/7 1:00,-2.9,1023.4,21,8.1,351,0
beijing_meo,2018/2/7 2:00,-2.6,1024,19,7,335,0
beijing_meo,2018/2/7 3:00,-2.1,1024.6,18,7.4,339,0
beijing_meo,2018/2/7 4:00,-1.1,1024.4,19,4.8,332,0
beijing_meo,2018/2/7 5:00,0.1,1023.9,17,3.5,353,0
beijing_meo,2018/2/7 6:00,0.2,1023.7,16,6,344,0
beijing_meo,2018/2/7 7:00,0.9,1023.4,16,4.5,321,0
beijing_meo,2018/2/7 8:00,0.7,1023.4,16,6.1,318,0
beijing_meo,2018/2/7 9:00,0.4,1023.7,17,4.3,323,0
beijing_meo,2018/2/7 10:00,-0.3,1023.9,18,2.3,331,0
beijing_meo,2018/2/7 11:00,-0.6,1024.4,18,2.8,336,0
beijing_meo,2018/2/7 12:00,-1.4,1024.7,18,3.2,359,0
beijing_meo,2018/2/7 13:00,-2.2,1025,18,2.9,10,0
beijing_meo,2018/2/7 14:00,-3.5,1025,21,1,28,0
beijing_meo,2018/2/7 15:00,-4.7,1024.1,22,1.8,41,0
beijing_meo,2018/2/7 16:00,-5.7,1023.8,27,1.6,65,0
beijing_meo,2018/2/7 17:00,-7.2,1023.3,31,0.7,93,0
beijing_meo,2018/2/7 18:00,-9,1023.2,36,0.9,106,0
beijing_meo,2018/2/7 19:00,-9.5,1022.2,36,1.4,235,0
beijing_meo,2018/2/7 20:00,-8.9,1021.4,36,1.2,209,0
beijing_meo,2018/2/7 21:00,-10.5,1020.4,42,0,999017,0
beijing_meo,2018/2/7 22:00,-9.9,1019.8,42,0.9,42,0
beijing_meo,2018/2/7 23:00,-10.9,1019.4,54,1.3,47,0
beijing_meo,2018/2/8 0:00,-10,1019.9,64,1.7,55,9
beijing_meo,2018/2/8 0:00,-10,1019.9,64,1.7,55,9
beijing_meo,2018/2/8 1:00,-7.1,1019.7,58,1.7,86,9
beijing_meo,2018/2/8 2:00,-5.7,1019.6,50,0.6,358,9
beijing_meo,2018/2/8 3:00,-2.8,1018.5,25,2,188,9
beijing_meo,2018/2/8 4:00,0.1,1016.9,18,4.7,223,0
